City
Lomé
Sokodé
Kara
Kpalimé
Atakpamé
Bassar
Tsévié
Aného
Mango
Dapaong
Tchamba
Niamtougou
Bafilo
Notsé
Sotouboua
Vogan
Badou
Biankouri
Tabligbo
Kandé
Amlamé
Galangachi
Kpagouda
