City
Colombo
Dehiwala- Mount Lavinia
Moratuwa
Sri Jayawardenepura Kotte
Negombo
Kandy
Kalmunai
Vavuniya
Galle
Trincomalee
Batticaloa
Matale
Katunayake
Dambulla
Kolonnawa
Anuradhapura
Ratnapura
