City
Amman
Zarqa
Irbid
Russeifa
Sahab
Ar Ramtha
Aqaba
Mafraq
Madaba
As-Salt
Al-Jizah
Ain Al-Basha
Aydoun
Ad-Dhlail
Jerash
As-Sarih
Al-Hashimiyah
Ma'an
Beit Ras
Al Husn
At-Turrah
Naour
Karak
Kufranjah
Der Abi Saeed
No'ayymeh
Ash-Shajarah
Tafilah
Mu'tah
Ghor es-Safi
Anjara
Al Mashar'e
Huwwarah
Kafr Yubah
Kuraymeh
At-Taybeh
Al-Mazar Ash-Shamali
As-Sukhneh
Al-Khalidiyah Al-Jadeedah
Bushra
Um Al-Sumaq Al-Janoubi
Judayteh
Fuheis
Al-Mazar Al-Janoubi
Shuna Ash-Shamaliyeh
Kafr Al-Ma’
Mahis
