City
Abala
Abalak
Agadez
Aguié
Arlit
Ayourou
Balléyara
Birni Ngaouré
Birni Nkonni
Bouza
Dakoro
Diffa
Dogondoutchi
Dosso
Filingué
Gaya
Gazaoua
Gouré
Guidanroumdji
Illéla
Keita
Kollo
Madaoua
Madarounfa
Magaria
Maïné-Soroa
Maradi
Matameye
Mayahi
Mirriah
Nguigmi
Niamey
Ouallam
Say
Tahoua
Tânout
Tchintabaraden
Téra
Tessaoua
Tibiri
Tillabéri
Torodi
Zinder
