City
Nouakchott
Nouadhibou
Kiffa
Mbera Refugee Camp
Kaédi
Zouérat
Rosso
Sélibabi
Boû Gâdoûm
Boutilimit
Atar
Bareina
Ghabou
Hamoud
Mâl
Nbeika
Gouraye
Timbedra
Magta-Lahjar
Guerou
Soudoud
Sélibaby
Foum Gleita
Legceïba
Bousteila
Sangrave
Tintane
Néma
Aleg
Tidjikdja
Oualata
Ayoûn el-Atroûs
Bababé
Akjoujt
Cheggar
