City
Tashkent
Namangan
Samarkand
Andijan
Nukus
Fergana
Kokand
Qarshi
Bukhara
Margilan
Termez
Jizzakh
Angren
Chirchiq
Navoiy
Urgench
Olmaliq
Shahrisabz
Bekobod
