City
Yerevan
Gyumri
Vanadzor
Abovyan
Vagharshapat
Hrazdan
Kapan
Armavir
Charentsavan
Masis
Artashat
Sevan
Ijevan
Gavar
Artik
Goris
Ararat
Dilijan
Ashtarak
Sisian
Spitak
Vardenis
Yeghvard
Alaverdi
Stepanavan
Martuni
Vedi
Byureghavan
Nor Hachn
Metsamor
Tashir
Yeghegnadzor
Berd
Kajaran
Aparan
Chambarak
Vayk
Maralik
Noyemberyan
Meghri
Jermuk
Talin
Akhtala
Ayrum
Tumanyan
Tsaghkadzor
