City
Havana
Santiago de Cuba
Camagüey
Holguín
Guantánamo
Santa Clara
Las Tunas
Bayamo
Cienfuegos
Pinar del Río
Matanzas
Ciego de Ávila
Sancti Spíritus
Manzanillo
Cárdenas
Palma Soriano
Moa
Morón
Florida
Contramaestre
Artemisa
Nueva Gerona
Trinidad
Colón
Baracoa
Güines
Placetas
Nuevitas
Sagua la Grande
San José de las Lajas
Banes
San Luis
Puerto Padre
San Antonio de los Baños
Caibarién
Cabaiguán
Mayarí
San Cristóbal
Vertientes
Jagüey Grande
Consolación del Sur
Jovellanos
Amancio
Güira de Melena
Cumanayagua
Jatibonico
Niquero
San Germán[2]
Sagua de Tánamo
Bauta
La Maya[3]
Guanajay
Colombia
Jiguaní
Manicaragua
Camajuaní
Guisa
Jobabo
