City
Baghdad
Mosul
Basra
Kirkuk
Erbil
Najaf
Karbala
Sulaymaniyah
Nasiriyah
Amarah
Hillah
Diwaniyah
Kut
Dohuk
Zubayr
Baqubah
Fallujah
Ramadi
Samawah
Zakho
Abu Al-Khaseeb
Al-Shatrah
Tal Afar
Kufa
Kalar
Samarra
Shatt Al-Arab
Soran
Suq al-Shuyukh
Al-Shamal
Al-Qurnah
Al-Wahda
Tikrit
Tuz Khurmatu
Al-Mahmudiyah
Iskandariya
Al-Mejar Al-Kabir
Ranya
Hamza
Al-Rumaitha
Al-Hay
Al-Hindiya
Baiji
Al-Qasim
Muqdadiyah
Al-Suwaira
Al-Rifa'i
Al-Qa'im
Qaladiza
Simele
Bekreco
An Numaniyah
Fayda
Akre
Halabja
Hit
Kasnazan
Chamchamal
Balad Ruz
Al Nasr Wal Salam
Al Khalis
Jalawla
Koy Sanjaq
Said Sadiq
Balad
Al Midhatiya
Bnaslawa
Al-Shamiya
Musayyib
Qahtaniyah
Qasrok
Al-Aziziyah
Al-Shirqat
Haji Awa
Daretu
Qalat Sukkar
Şoriş
Khanaqin
Al-Nasr
Umm Qasr
