City
Yangon
Mandalay
Naypyidaw
Mawlamyine
Taunggyi
Bago
Monywa
Myitkyina
Pathein
Sittwe
Pyay
Pakokku
Myeik
Meiktila
Taungoo
Myingyan
Mogok
Magway
Hinthada
Sagaing
Thanlyin
Dawei
Nyaunglebin
Shwebo
Bhamo
Aunglan
Yenangyaung
Bogale
Minbu
Hlegu
Tharrawaddy
Hakha
Thayet
