City,URL,Latitude,Longitude,Timezone,Error,Weather Report?
inda-silase,https://wetter.com/aethiopien/inda-silase/ET0334227.html,14.1031,38.2829,Africa/Addis_Ababa,,True
meda-k-imts-ay,https://wetter.com/aethiopien/meda-k-imts-ay/ET0331316.html,14.3944,38.5408,Africa/Addis_Ababa,,True
weteg,https://wetter.com/aethiopien/weteg/ET0326179.html,12.9167,39.5833,Africa/Addis_Ababa,,True
miheno,https://wetter.com/aethiopien/miheno/ET0330676.html,13.664,39.1732,Africa/Addis_Ababa,,True
sceca-daab,https://wetter.com/aethiopien/sceca-daab/ET0329231.html,13.45,37.3667,Africa/Addis_Ababa,,True
sheraro,https://wetter.com/aethiopien/sheraro/ET0328592.html,14.4008,37.934,Africa/Addis_Ababa,,True
ziban-gela,https://wetter.com/aethiopien/ziban-gela/ET0325621.html,14.4653,39.0,Africa/Addis_Ababa,,True
t-uhuli,https://wetter.com/aethiopien/t-uhuli/ET0327291.html,13.409,39.1136,Africa/Addis_Ababa,,True
ant-efa,https://wetter.com/aethiopien/ant-efa/ET0343778.html,13.6423,39.5427,Africa/Addis_Ababa,,True
uogheue,https://wetter.com/aethiopien/uogheue/ET0326843.html,13.5167,39.0,Africa/Addis_Ababa,,True
deset,https://wetter.com/aethiopien/deset/ET0339218.html,14.3801,38.2801,Africa/Addis_Ababa,,True
buldugum,https://wetter.com/aethiopien/buldugum/ET0341477.html,11.7333,41.3,Africa/Addis_Ababa,,True
mihilaw-sebela,https://wetter.com/aethiopien/mihilaw-sebela/ET0330674.html,12.8667,39.6833,Africa/Addis_Ababa,,True
tugogian,https://wetter.com/aethiopien/tugogian/ET0327292.html,11.1333,35.2167,Africa/Addis_Ababa,,True
tinsis,https://wetter.com/aethiopien/tinsis/ET0327511.html,9.6167,34.2833,Africa/Addis_Ababa,,True
agani,https://wetter.com/aethiopien/agani/ET0344664.html,10.0167,34.3167,Africa/Addis_Ababa,,True
maia,https://wetter.com/aethiopien/maia/ET0331747.html,11.5333,35.2,Africa/Addis_Ababa,,True
hamid,https://wetter.com/aethiopien/hamid/ET0335156.html,9.9833,34.2333,Africa/Addis_Ababa,,True
bugari,https://wetter.com/aethiopien/bugari/ET0341513.html,10.3333,34.7167,Africa/Addis_Ababa,,True
tangui,https://wetter.com/aethiopien/tangui/ET0327927.html,11.2,35.4667,Africa/Addis_Ababa,,True
ses,https://wetter.com/aethiopien/ses/ET0328774.html,11.2,35.4,Africa/Addis_Ababa,,True
debre-zeyit,https://wetter.com/aethiopien/debre-zeyit/ET0339664.html,10.5833,35.8,Africa/Addis_Ababa,,True
asosa,https://wetter.com/aethiopien/asosa/ET0343292.html,10.0667,34.5333,Africa/Addis_Ababa,,True
baghilti,https://wetter.com/aethiopien/baghilti/ET0342899.html,11.8333,35.9833,Africa/Addis_Ababa,,True
haiti,https://wetter.com/aethiopien/haiti/ET0335261.html,11.2,35.35,Africa/Addis_Ababa,,True
ebelizi,https://wetter.com/aethiopien/ebelizi/ET0338365.html,11.3,35.2,Africa/Addis_Ababa,,True
mascia,https://wetter.com/aethiopien/mascia/ET0331478.html,11.2,35.4,Africa/Addis_Ababa,,True
bagusta,https://wetter.com/aethiopien/bagusta/ET0342892.html,11.35,36.4,Africa/Addis_Ababa,,True
erring,https://wetter.com/aethiopien/erring/ET0338011.html,10.9833,35.2833,Africa/Addis_Ababa,,True
chitar,https://wetter.com/aethiopien/chitar/ET0340695.html,10.5,35.6333,Africa/Addis_Ababa,,True
barbara,https://wetter.com/aethiopien/barbara/ET0342725.html,10.6,36.2667,Africa/Addis_Ababa,,True
boo,https://wetter.com/aethiopien/boo/ET0341721.html,9.3667,35.8167,Africa/Addis_Ababa,,True
afodo,https://wetter.com/aethiopien/afodo/ET0344713.html,10.2333,34.65,Africa/Addis_Ababa,,True
ahmed,https://wetter.com/aethiopien/ahmed/ET0344541.html,9.9167,34.3167,Africa/Addis_Ababa,,True
chera-gudde,https://wetter.com/aethiopien/chera-gudde/ET0340877.html,9.8333,34.7167,Africa/Addis_Ababa,,True
ile-amen,https://wetter.com/aethiopien/ile-amen/ET0334368.html,9.6825,42.1181,Africa/Addis_Ababa,,True
garegumgum,https://wetter.com/aethiopien/garegumgum/ET0337279.html,9.6092,41.9961,Africa/Addis_Ababa,,True
k-ench-era,https://wetter.com/aethiopien/k-ench-era/ET0333347.html,9.5392,41.8328,Africa/Addis_Ababa,,True
gololcha,https://wetter.com/aethiopien/gololcha/ET0336096.html,9.545,41.7681,Africa/Addis_Ababa,,True
adiga,https://wetter.com/aethiopien/adiga/ET0345198.html,9.5556,41.7731,Africa/Addis_Ababa,,True
gulba,https://wetter.com/aethiopien/gulba/ET0335674.html,11.4833,35.3167,Africa/Addis_Ababa,,True
uoldong,https://wetter.com/aethiopien/uoldong/ET0326832.html,10.5667,34.3667,Africa/Addis_Ababa,,True
horkelifa,https://wetter.com/aethiopien/horkelifa/ET0334621.html,10.6333,34.9333,Africa/Addis_Ababa,,True
orensu,https://wetter.com/aethiopien/orensu/ET0329849.html,9.95,36.1167,Africa/Addis_Ababa,,True
zela,https://wetter.com/aethiopien/zela/ET0325670.html,11.4833,35.5,Africa/Addis_Ababa,,True
gengen,https://wetter.com/aethiopien/gengen/ET0336919.html,10.65,34.8167,Africa/Addis_Ababa,,True
goha,https://wetter.com/aethiopien/goha/ET0336181.html,10.3667,34.5833,Africa/Addis_Ababa,,True
sighi,https://wetter.com/aethiopien/sighi/ET0328404.html,9.8667,34.3,Africa/Addis_Ababa,,True
belad-deroz,https://wetter.com/aethiopien/belad-deroz/ET0342470.html,10.6833,34.7833,Africa/Addis_Ababa,,True
jigmathia,https://wetter.com/aethiopien/jigmathia/ET0333798.html,11.2667,35.9167,Africa/Addis_Ababa,,True
adisa,https://wetter.com/aethiopien/adisa/ET0344980.html,9.95,36.05,Africa/Addis_Ababa,,True
bameza,https://wetter.com/aethiopien/bameza/ET0342783.html,11.2333,35.0833,Africa/Addis_Ababa,,True
guba,https://wetter.com/aethiopien/guba/ET0335797.html,11.2667,35.2833,Africa/Addis_Ababa,,True
hora,https://wetter.com/aethiopien/hora/ET0334639.html,10.1333,34.6667,Africa/Addis_Ababa,,True
becchi,https://wetter.com/aethiopien/becchi/ET0342610.html,10.0833,34.95,Africa/Addis_Ababa,,True
yismala-giyorgis,https://wetter.com/aethiopien/yismala-giyorgis/ET0325773.html,11.6,36.95,Africa/Addis_Ababa,,True
zufan,https://wetter.com/aethiopien/zufan/ET0325553.html,12.35,37.0833,Africa/Addis_Ababa,,True
kombolcha,https://wetter.com/aethiopien/kombolcha/ET0333373.html,11.0816,39.7434,Africa/Addis_Ababa,,True
geba,https://wetter.com/aethiopien/geba/ET0337191.html,10.3096,39.2656,Africa/Addis_Ababa,,True
debre-werk,https://wetter.com/aethiopien/debre-werk/ET0339671.html,10.6667,38.1667,Africa/Addis_Ababa,,True
dese,https://wetter.com/aethiopien/dese/ET0339219.html,11.1333,39.6333,Africa/Addis_Ababa,,True
debre-tabor,https://wetter.com/aethiopien/debre-tabor/ET0339686.html,11.85,38.0167,Africa/Addis_Ababa,,True
debre-mark-os,https://wetter.com/aethiopien/debre-mark-os/ET0339708.html,10.35,37.7333,Africa/Addis_Ababa,,True
bichena,https://wetter.com/aethiopien/bichena/ET0342190.html,10.45,38.2,Africa/Addis_Ababa,,True
abomsa,https://wetter.com/aethiopien/abomsa/ET0345704.html,9.9833,39.9833,Africa/Addis_Ababa,,True
gonder,https://wetter.com/aethiopien/gonder/ET0336014.html,12.6,37.4667,Africa/Addis_Ababa,,True
dejen,https://wetter.com/aethiopien/dejen/ET0339551.html,10.1667,38.1333,Africa/Addis_Ababa,,True
lihadi,https://wetter.com/aethiopien/lihadi/ET0332008.html,11.6477,40.1269,Africa/Addis_Ababa,,True
adet,https://wetter.com/aethiopien/adet/ET0345353.html,11.2667,37.4833,Africa/Addis_Ababa,,True
bahar-dar,https://wetter.com/aethiopien/bahar-dar/ET0342884.html,11.5936,37.3908,Africa/Addis_Ababa,,True
alem-ketema,https://wetter.com/aethiopien/alem-ketema/ET0344272.html,10.0833,39.0333,Africa/Addis_Ababa,,True
sifra,https://wetter.com/aethiopien/sifra/ET0340799.html,11.6046,40.0166,Africa/Addis_Ababa,,True
saa,https://wetter.com/aethiopien/saa/ET0329503.html,11.0167,40.3,Africa/Addis_Ababa,,True
bati,https://wetter.com/aethiopien/bati/ET0342641.html,11.1915,40.0168,Africa/Addis_Ababa,,True
debark,https://wetter.com/aethiopien/debark/ET0339823.html,13.1561,37.8981,Africa/Addis_Ababa,,True
debre-berhan,https://wetter.com/aethiopien/debre-berhan/ET0339734.html,9.6795,39.5326,Africa/Addis_Ababa,,True
bure,https://wetter.com/aethiopien/bure/ET0341397.html,10.7,37.0667,Africa/Addis_Ababa,,True
